"","Date","Site_id","pH","EC_uScm","DOC_mgL","NO2_NO3_ugL","DN_mgL","NH4_ugL","PO4_ugL","SO4_ugL","Mn_ugL","Na_ugL","Cl_ugL","Ca_ugL","P_ugL","Si_ugL","Mg_ugL","K_ugL","Fe_ugL","Hg_ugL","d18O","d2H","DIC_mgL","pCO2_uatm","CH4_ugL","CO2_mgL","dexcess","pH_MW","WT_MW","DIC_mgL_MW","CO2_mgL_MW","CH4_ugL_MW","Date_MW","row_id"
"1",2018-12-03,"DC1",NA,NA,11.3,NA,0.544366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2",2019-04-21,"DC1",4.55,46.03,26.9933333333333,45.36,0.978433333333333,6.93,NA,2719.41,42.8577320675618,2161.70853933079,1168.84,4004.80217682999,13.8141123970035,4346.32116306736,1307.11256427104,757.681733564011,546.959032296411,0.00723302179739822,-13.8872005233869,-100.876346521116,2.42445893779513,2785.77293437019,1.05935919479473,2.40034093571345,10.2212576659792,4.55,0.218033633506521,2.42445893779513,2.40152350051518,1.05935919479473,2019-04-21,2
"3",2019-04-23,"DC1",4.62,37.44,29.7066666666667,35.33,0.591966666666667,8.05,NA,1704.01,36.7886735012174,2123.00592929804,1022.31,1982.85093928474,15.0549689790546,4505.68733781542,889.444725437568,332.790066595573,546.132863270765,0.00790643353882742,-14.2317628286314,-104.430015554188,1.63088887395781,1725.39369499007,NA,1.61297293179322,9.4240870748632,4.62,-0.063932732986958,1.63087297723088,1.61294678234445,NA,2019-04-23,3
"4",2019-04-25,"DC1",4.68,31.45,27.1633333333333,16.75,0.504166666666667,8.34,NA,1249.53,24.0194815893528,1918.2256585366,838.64,1802.59475396516,10.1700283584691,4014.57516257565,760.581384876274,280.32359853429,534.169645843847,0.00740551002757184,-14.4775384982505,-106.447827462695,1.22199807271024,1290.72403267352,NA,1.20662486084335,9.37248052330899,4.68,-0.0639327329869571,1.22198616155554,1.20660415787766,NA,2019-04-25,4
"5",2019-04-29,"DC1",4.72,28.93,31.4333333333333,5.59,0.677533333333333,6.04,NA,1336.12,19.9707055592872,2143.08992542118,787.753,1655.2471032544,18.219742795774,4245.89790316618,700.919220217932,357.747680560383,452.619901447624,0.0152555868695555,-14.2264876663107,-104.481539403882,1.12652916593852,1251.53494848539,NA,1.11041763372074,9.3303619266036,4.72,1.26421095262469,1.12651818534578,1.11039776870684,NA,2019-04-29,5
"6",2019-05-08,"DC1",4.8,29.22,17.4533333333333,5.65,0.315666666666667,5.67,NA,1205.27,15.3434461445763,2001.54240834874,894.460999999999,1768.38622029715,12.0615529481331,4570.27886347077,727.558615010348,241.03064785317,460.795094596484,0.0152376222327106,-13.6758246646668,-100.368780992071,1.05669071240914,1182.62872774176,NA,1.03845562037054,9.03781632526341,4.8,1.53092668083292,1.05668041255121,1.03843535768319,NA,2019-05-08,6
"7",2019-05-13,"DC1",4.81,28.85,23.74,5.93,0.4332,5.26,NA,1192.83,13.8693891546962,2131.61078573911,957.149,1785.75180908024,11.1987486946332,4505.41654768234,737.775246822622,201.612139666564,464.673957316938,0.0125076291412945,-13.5999901367018,-99.3974472758044,1.16199881153489,1355.79476246554,NA,1.14085860263221,9.40247381781,4.81,2.6378475134121,1.16198748520965,1.14083607873869,NA,2019-05-13,7
"8",2019-05-23,"DC1",4.83,28.66,18.91,5.33,0.3603,3.66,NA,1495.66,8.25986862281623,2215.98487495771,964.472,1697.92679485554,7.70203223551645,4457.22914983665,723.842333786649,53.9554791788058,378.996705745884,0.00845887748441304,-13.2928762507245,-96.529291964021,1.4662503935224,1863.1354341498,NA,1.43659836923812,9.81371804177499,4.83,4.96710862038727,1.46623610157247,1.43656939244919,NA,2019-05-23,8
"9",2019-06-05,"DC1",4.86,29.23,21.7633333333333,4.87,0.389266666666667,3.74,NA,1343.66999999999,7.4862290708877,2162.53726309759,909.264,1770.9773577383,8.03969952167586,5167.6782723983,703.735408569026,57.7142829065125,434.430846609793,0.00887758613198156,-13.0327563107053,-94.3763033128298,1.43328256295384,2007.44794620516,NA,1.40011782844362,9.88574717281261,4.86,7.74608212312295,1.43326859235051,1.40008876371752,NA,2019-06-05,9
"10",2019-06-18,"DC1",4.86,28.31,18.59,5.54,0.3157,3.49,NA,1407.25,6.40383650782846,2099.37228122105,836.416999999999,1719.73489373896,17.0953618302022,4397.02091317291,669.586743153647,157.691501492125,529.518944469014,0.00806859970052021,-12.9286613526345,-93.166953147302,2.97949945287065,4759.23679341742,NA,2.90442430925181,10.262337673774,4.86,10,2.97949945287065,2.90694479868506,NA,2019-06-18,10
"11",2019-11-20,"DC1",4.73,31.71,14.93,6.22,0.287666666666667,9.7,NA,812.483,18.0334159948407,2121.87031692777,534.312,1451.0442044516,27.0345697352734,5194.74704986377,659.977501480849,112.256380782249,335.752893231389,0.00545725298154572,-13.1150061712428,-95.192746236234,1.45398271461034,1662.24616899601,NA,1.4322622908159,9.7273031337084,4.73,5,1.45398271461034,1.43047324314285,NA,2019-11-20,11
"12",2020-02-11,"DC1",4.96,30.75,15.9833333333333,4.29,0.2922,3.2,0.52,1822.34,7.77049916660015,2293.2392900089,1105.8,1463.25789577588,23.3343609380312,5411.78067382822,689.811856479329,235.572933159042,342.404871815059,0.00487612029536908,-12.94319204671,-93.9786657793239,1.88316492675655,1997.56711568837,NA,1.83815463750086,9.56687059435609,4.96,0.334652895293022,1.88314657102484,1.8381110277116,NA,2020-02-11,12
"13",2020-03-17,"DC1",5.13,30,11.65,4.65,0.204966666666667,3.12,0.8,NA,2.4808873394328,2027.04136349214,NA,1241.62488725617,24.0546768123312,5256.67418517773,560.507564373531,304.424549918885,262.15870197705,0.00365477173891952,-13.0497982506334,-94.5816310432227,1.71686390470995,1811.14441761053,NA,1.65666197483901,9.8167549618445,5.13,0.486369778022336,1.71684716996051,1.65661195259331,NA,2020-03-17,13
"14",2020-03-31,"DC1",5.21,30,12.08,4.18,0.2235,2.47,0.46,1654.29,1.61917579360387,2004.6515044601,989.411999999999,1216.30635840057,9.76108953397937,5064.76312912914,476.829612319985,231.096941941714,252.242276106856,NA,-12.9825014122576,-94.2673020299078,1.51740912534632,1576.04078583541,NA,1.45430700577826,9.59270926815299,5.21,0.264276021878858,1.51739433473802,1.45425734538329,NA,2020-03-31,14
"15",2020-04-09,"DC1",5.24,30,11.6266666666667,4.4,0.203666666666667,2.46,1.11,1775.69,1.55748042739473,2079.68433212134,971.191,1315.47049633382,17.4326164538134,5425.63250175165,583.227246404508,244.647435552863,254.601169104236,0.00292960193267174,-13.0826581675777,-94.7276650096571,1.67019954785405,1763.43936896443,NA,1.59494760498893,9.9336003309645,5.24,0.772951501676801,1.67018326795506,1.59489044680552,NA,2020-04-09,15
"16",2020-04-16,"DC1",5.22,30,11.98,3.38,0.2077,1.8,0.45,1750.66,1.63707139860536,2083.26624248554,992.047,1264.86952265216,17.5903701565055,5222.49588992952,494.802674256858,244.357330796084,278.946692616711,0.00319770866945379,-13.0205466748152,-94.7982828161129,1.82155739568095,1915.88502788415,NA,1.74334949468183,9.3660905824087,5.22,0.618873204269164,1.82153964045497,1.74328898741656,NA,2020-04-16,16
"17",2020-04-20,"DC1",4.97,30,28.21,8.65,0.480466666666667,8.92,2.04,962.283,10.7061994473845,2211.90782449004,662.902,1918.82505285766,24.5549511796635,5218.09902808833,721.810227566525,264.565826134209,583.202903733363,0.00607819439254382,-13.4990293117971,-98.2999351726722,1.99977097068714,2156.30920703636,NA,1.95027981449562,9.69229932170461,4.97,0.772951501676801,1.99975147836393,1.95023289786051,NA,2020-04-20,17
"18",2020-04-24,"DC1",4.94,30,39.64,7.51,0.704066666666667,5.6,2.83,1210.35,8.52610251336228,1886.71327318549,830.65,1674.48638917805,20.9040947842256,4491.6314078631,662.460649992874,205.303295281668,492.040244131696,0.00770774711201984,-13.4740468153023,-98.482770941586,1.72388589372163,1869.33224417739,NA,1.68387853699714,9.3096035808324,4.94,0.876388230743144,1.7238690905269,1.68383959557398,NA,2020-04-24,18
"19",2020-04-27,"DC1",5.01,30,21.0866666666667,8.83,0.357633333333333,4.73,2.33,1297.3,5.81411096285322,1839.50714408667,818.275,1445.92287219983,21.1679971372604,4339.87879591811,536.359933086924,179.9175738102,420.24280359151,0.00724208624793573,-13.4264674879568,-98.0938299966435,1.41801424886612,1524.77856240429,NA,1.37964844678115,9.31790990701089,5.01,0.76263957360217,1.4180004270873,1.3796134046715,NA,2020-04-27,19
"20",2020-04-30,"DC1",5.03,30,18.8633333333333,6.89,0.339533333333333,4.86,2.8,1033.8,5.11215851508831,1810.12953975075,622.048,1421.61936089905,8.6726841764722,4635.7554721184,624.903969429147,135.277962886271,400.289150332147,0.00541118315360739,NA,NA,1.37087792993879,1544.40189900371,NA,1.33072263486913,NA,5.03,0.96879081916171,1.37087792993879,1.3318473760153,NA,2020-04-30,20
"21",2020-05-05,"DC1",4.96,30,22.66,7.02,0.4023,6,1.73,849.103999999999,5.98037733282447,1663.23868591771,580.690999999999,1450.04212273347,28.5697010746041,3973.58406766215,630.346313692973,145.105152346339,402.018449099433,0.00908301948935375,-13.3350222896084,-98.017839803218,1.3843236784791,1566.36074488905,NA,1.3496433143076,8.6623385136492,4.96,1.17494206472125,1.3843236784791,1.35042347808867,NA,2020-05-05,21
"22",2020-05-08,"DC1",4.96,20,20.35,6.83,0.368733333333333,6.25,1.67,699.666,5.49506020848113,1585.28085670707,503.376,1328.45776516758,1574.21017843094,3668.82403572987,494.984503934165,157.929667484539,357.53791232835,0.007412390716949,-13.3456744987466,-98.2156527061632,1.1706912824574,1292.85750500189,NA,1.14187380974578,8.5497432838096,4.96,1.38109331028079,1.17067987140424,1.1418466875247,NA,2020-05-08,22
"23",2020-05-13,"DC1",4.99,20,16.7733333333333,6.46,0.3399,5.33,1.03,683.584,4.99683306550599,1623.01353254073,525.838999999999,1278.30194926986,18.6203995801284,3949.21247669338,528.958721315117,162.68178746044,322.090380916137,0.00662885179649708,-13.3419171014338,-97.8924336931107,1.18969158808213,1725.14721391601,NA,1.15183308507406,8.8429031183597,4.99,1.41847596954695,1.18969158808213,1.15832402197745,NA,2020-05-13,23
"24",2020-05-15,"DC1",5.02,20,17.6566666666667,5.9,0.335166666666667,5.89,0.77,1105.66999999999,4.41574538710756,1553.75004843578,723.794,1325.20237107481,85.19135332815,3954.55944893079,491.94942185032,90.6160947090458,299.942264196245,0.00515448185743808,-13.2761506382734,-97.4633027528862,1.11903763822263,1234.84749292644,NA,1.08747343538558,8.74590235330099,5.02,1.45585862881312,1.11902673065189,1.08744541078054,NA,2020-05-15,24
"25",2020-05-19,"DC1",5.04,20,17.3566666666667,5.67,0.312266666666667,4.7,1.39,1125,3.74939502108375,1550.23262534139,771.421,1228.4773197819,42.0209640065912,4045.6363286626,471.693534516042,84.3337679476654,291.191686173748,0.00519411968066376,-13.2379920401469,-97.2007506283925,1.12004389305105,1253.70506346424,NA,1.08663594937288,8.70318569278271,5.04,1.86707176917736,1.12003297567206,1.08660714388589,NA,2020-05-19,25
"26",2020-05-26,"DC1",5.05,20,16.4333333333333,4.17,0.297433333333333,5.48,2.29,1202.26,3.36204587546654,1611.0996685419,729.96,1246.78258816573,18.4610620297401,4122.35536226259,523.765828372301,37.1064595165595,289.023962618291,0.00749169526532594,-13.1474804959781,-96.3982633127911,1.41302587133721,1840.53107122138,NA,1.36506201491139,8.78158065503369,5.05,6.03008326483756,1.41301209818148,1.3650255002065,NA,2020-05-26,26
"27",2020-06-02,"DC1",5.06,20,15.6466666666667,10.23,0.2766,13.02,1.14,1264.51,2.55300338951852,1679.88515189178,792.196,1263.06234253348,62.1200422598391,3989.06611329826,496.111292230683,26.5627210805776,297.71308435849,0.00433699161612527,-13.1734117096922,-96.2797065851723,2.02113522812384,2858.10915682058,NA,1.94697404463709,9.10758709236529,5.06,8.41639312066702,2.02111552755727,1.94692169857974,NA,2020-06-02,27
"28",2020-06-16,"DC1",5.07,20,17.8533333333333,4.76,0.317133333333333,4.91,1.54,1171,2.80548233087321,1791.50786579819,904.292,1326.00647536343,24.7444311245405,3954.9260994364,453.716371807892,27.0565301929291,417.782353846437,0.0059219772953109,-13.2953991245191,-96.5013259513298,3.1427926585097,4747.927987892,NA,3.01966224233547,9.86186704482301,5.07,10.4088196450595,3.14276202483655,3.01958081364834,NA,2020-06-16,28
"29",2020-07-13,"DC1",4.93,30,19.8566666666667,4.11,0.342366666666667,4.01,1.41,1077.37,2.8832575316185,1839.1731780381,864.438,1312.94175296884,37.9480695402065,4412.51522287358,547.703131384788,15.7162031890759,429.876946374023,0.00673248902215788,-13.1302176357616,-95.9236127032079,2.38173415656601,3508.79897972648,NA,2.31491631823111,9.11812838288493,4.93,9.33771277183621,2.38171094114151,2.314864275843,NA,2020-07-13,29
"30",2020-07-27,"DC1",5.11,30,22.7,4.5,0.378433333333333,4.76,0.2,870.888,2.55477329107967,1965.21783969976,884.365,1306.84641118457,32.9030737823564,4560.5496105414,477.766520807732,66.8343579117237,529.446415916454,0.00508676992275505,-13.2595737367947,-96.4149091548161,3.41689611616286,5213.78872534702,NA,3.26940724030746,9.6616807395415,5.11,10.8264720125462,3.41686281072716,3.26931414528732,NA,2020-07-27,30
"31",2020-08-10,"DC1",5.1,20,27.97,5.86,0.4843,5.55,1.8,511.491999999999,3.35445558930534,2042.73554319199,1052.61,1350.32960660069,59.5917431003139,5467.62693007211,544.636122104105,461.773394430049,907.553855091662,0.00772378090944508,-12.889700747549,-94.2925614763982,2.97773134641069,5052.73932513956,NA,2.84358892476503,8.82504450399379,5.1,10.5118146010453,2.97773134641069,2.85276701663878,NA,2020-08-10,31
"32",2020-08-24,"DC1",5.14,30,29.99,6.11,0.499,7.21,2.03,NA,2.93005003650976,1947.66692141067,NA,1158.75619865885,36.7957215915446,4995.92850698384,367.46994060548,717.624969071362,1038.30765102913,0.00504767387782479,-12.8932032245919,-93.8236945321256,2.81054591354639,4123.50766183386,NA,2.68392560951277,9.3219312646096,5.14,10.1971571895444,2.81054591354639,2.68260861840275,NA,2020-08-24,32
"33",2020-09-07,"DC1",5.23,30,25.5366666666667,9.54,0.429266666666667,5.28,10.62,NA,3.4733756978525,2151.32947917273,NA,1219.16336762993,45.3880103664388,5664.21038103856,487.140693725592,898.489872445864,762.537332418613,0.0054707443907386,-12.7735896992332,-93.2423960454961,2.08725139941034,3046.16377185859,NA,1.97241874868096,8.94632154836953,5.23,9.88249977804354,2.08723105439108,1.97235101502728,NA,2020-09-07,33
"34",2020-09-21,"DC1",5.07,30,25.5833333333333,4.47,0.425266666666667,4.52,1.36,NA,15.5653544991302,2174.53942548213,NA,1447.37675525595,34.8053016612793,5658.21314779528,506.942802637009,951.591800330265,727.090682463426,0.00614104226039378,NA,NA,2.19424874992072,2891.04937082376,NA,2.11569422574433,NA,5.07,6.4,2.19422736196856,2.11563606253007,NA,2020-09-21,34
"35",2020-10-07,"DC1",4.54,52,74.7,11.28,1.58,15.86,13.81,NA,59.3221654053156,1866.87991760662,NA,2511.24322010599,102.721567655842,4271.52308415124,850.166668867612,3631.18289299969,1334.56096874712,0.0365091764653383,-11.761423517745,-84.0038249370584,2.42329823819201,3555.67977090875,NA,2.39539982572437,10.0875632049016,4.54,5.33333333333333,2.42329823819201,2.39756860493745,NA,2020-10-07,35
"36",2020-10-21,"DC1",4.93,32,28.5,6.59,0.51,6.45,5.53,NA,24.1463832078954,1862.56802783752,NA,1406.21408598407,38.0792403116553,5271.98698737181,570.141767032146,1529.15119211041,804.269745339593,0.00762830575178099,-12.9944343798421,-94.0865108475266,1.54206451215152,1838.13986491605,NA,1.50461610533619,9.8689641912102,4.93,4.26666666666666,1.54206451215152,1.50370903776776,NA,2020-10-21,36
"37",2020-11-03,"DC1",4.6,36,38.6,9.12,0.72,10.18,9.87,621.955,27.5997996639387,1332.59113603348,1414.98,1270.60932327474,35.560369859669,3597.16195834137,489.563560921749,2574.26079790263,780.257805992665,0.0167990890331564,-13.2505751342892,-95.9514658272389,1.89207118636833,2171.43024864002,NA,1.87099704019325,10.0531352470747,4.6,3.19999999999999,1.89207118636833,1.87030048704604,NA,2020-11-03,37
"38",2020-11-18,"DC1",4.8,31,31.5,8.35,0.54,7.55,5.66,857.164,25.0737181029838,1629.12841583983,1690.3,1284.68013251599,29.1893870499443,4625.61462764694,560.885426179584,1774.37010675119,796.948862715857,0.0123460849017953,-12.8490652570253,-92.9820724944871,1.88142929349039,2145.34430057769,NA,1.8485202732578,9.81044956171532,4.8,2.13333333333332,1.88142929349039,1.84839987129594,NA,2020-11-18,38
"39",2020-12-01,"DC1",4.93,28,20.8,24.99,0.4,6.06,5.46,1000.91,20.6894893621074,1622.39677431346,1591.69,1031.58162200601,16.1344138865971,4508.8999291636,389.01432322614,1370.64969542015,618.98260673542,0.006410030997672,-13.0079519813373,-94.345552072869,2.01223683471139,2280.64498132997,NA,1.96510111824797,9.7180637778294,4.93,1.06666666666665,2.01223683471139,1.96630226898388,NA,2020-12-01,39
"40",2020-12-15,"DC1",4.94,28,20.4,34.2,0.4,9.73,6.67,941.425999999999,21.0627271549792,1682.49089719399,1513.33,1040.01513025257,20.5306014004309,4788.01916492349,462.981628474954,1371.4118533842,637.675357197186,0.00609967191792119,-12.6118347403601,-91.9064189102872,1.76971349432759,2004.68193452136,NA,1.72731957122153,8.9882590125936,4.94,-1.95399252334028e-14,1.76971349432759,1.72963220534068,NA,2020-12-15,40
"41",2021-01-20,"DC1",5.08,0.026,14.7,52.73,0.36,46.92,5.39,820.919,16.6133074270568,1253.77930303199,1193.99,864.032505250744,15.0374001706395,2235.50530389223,210.112832879941,709.775135341161,438.527962523782,0.00285477195230764,-13.198031348569,-95.3018928598588,2.43565707339591,2734.21393717171,NA,2.35591550173319,10.2823579286932,5.08,0,2.43565707339591,2.36023250681206,NA,2021-01-20,41
"42",2021-02-17,"DC1",5.21,25.77,13.3,48.37,0.37,81.11,4.01,1326.61,11.1408754857923,1265.42097257605,789.699,851.674099274016,14.2427431318885,2154.43637231657,197.115367052971,657.461027121517,445.806370847073,0.00511691565100662,-13.2615935882894,-96.0842808210205,2.34246486061473,2599.96734386892,NA,2.24024290350774,10.0084678852947,5.21,0,2.34246486061473,2.24572142143222,NA,2021-02-17,42
"43",2021-03-17,"DC1",5.26,25.9,13.7,37.7,0.4,118.16,3.79,1086.3,8.69509611341433,1393.94967010251,1462.97,960.920537656589,68.9358927773733,3198.07641510221,293.703531785545,667.728443925822,471.358117119101,0.0052473941501119,-13.2017343189894,-95.6843326771856,3.18352432077082,3514.80152799496,NA,3.02850310750897,9.92954187472961,5.26,0,3.18352432077082,3.03677143361029,NA,2021-03-17,43
"44",2021-03-31,"DC1",5.06,31.48,32.1,25.46,0.6,32.99,6.79,813.476,11.9877433112662,1159.96598157056,1432.6,827.255473403341,110.956465961407,2191.86869657228,226.069185100084,971.593423557561,350.355694618371,0.00657450964280607,-13.5845215078562,-98.0204892357664,3.0267933780116,3402.81203179769,NA,2.93200817471108,10.6556828270832,5.06,0.5,3.0267933780116,2.935862476833,NA,2021-03-31,44
"45",2021-04-08,"DC1",5.09,27.83,22.6,42.3,0.5,45.07,5.08,937.112999999999,16.4113375258308,1336.14267493883,1470.45,1064.48390486815,20.4671284422423,2435.85914172257,257.926967209754,863.890764437422,571.342230116016,0.00795720272918892,-13.8777472754053,-100.31885234578,2.40266159055,2695.12371086815,NA,2.32223369327527,10.7031258574624,5.09,1.27465839279157,2.40266159055,2.32381220410796,NA,2021-04-08,45
"46",2021-04-13,"DC1",5.16,26.72,18.7,53.28,0.46,67.37,4.47,1012.21,13.615946858423,1289.42087759456,1402.64,1043.96095767841,20.8135507266289,2353.79510956815,233.539567656437,795.261133541039,514.601860632503,0.00632801226321756,-13.8364817933779,-100.034100096536,1.96530846062231,2191.73317295038,NA,1.88849090688122,10.6577542504872,5.16,2.04931678558315,1.96530846062231,1.88838897413121,NA,2021-04-13,46
"47",2021-04-20,"DC1",4.96,27.17,30,76.82,0.71,96.46,13.03,682.31,17.8323452572201,1002.53235302496,1050.78,1012.31482658816,39.6770925951135,2015.57456590376,285.761851252868,1245.96564504701,557.876593181791,0.013889965937624,-14.7199645526102,-107.954940081675,1.92863863380917,2182.25252810392,NA,1.88032197837985,9.8047763392066,4.96,2.82397517837472,1.92863863380917,1.87923663114134,NA,2021-04-20,47
"48",2021-04-21,"DC1",4.92,27.18,29.4,34.56,0.76,96.52,6.98,645.184,18.8442190100826,1073.44740628188,950.043,1059.15550824045,47.3666267264798,2460.33693144569,311.136801521246,1277.33009319345,596.508119732193,0.0133462639737296,-14.9489770894587,-108.602455059481,2.14000535474866,2426.74575253982,NA,2.09098778242922,10.9893616561886,4.92,3.5986335711663,2.14000535474866,2.0888481924637,NA,2021-04-21,48
"49",2021-04-27,"DC1",5,25.84,21.4,97.39,0.58,118.03,7.73,678.433,13.9095999311073,1060.44243072806,941.788,897.666357715434,29.0927631484288,2248.61582054252,254.341314128093,1001.01171809196,419.658364469006,0.00877331084215122,-14.7085674746682,-107.190962679648,1.55034738082602,1750.00034320117,NA,1.50787503513743,10.4775771176976,5,4.37329196395787,1.55034738082602,1.50513633365098,NA,2021-04-27,49
"50",2021-04-29,"DC1",4.96,24.27,21.7,54.01,0.53,243.56,22.14,435.001,13.2106346674511,946.476587156553,631.735,790.988491958845,22.4846413898575,2086.86238227121,212.750771898023,1034.13064100009,372.763600413606,0.009415049260397,-14.8722089935819,-108.263403723522,1.53144418340921,1728.66280145011,NA,1.48948969787586,10.7142682251332,5,5.14795035674944,1.53144418340921,1.48590481433979,NA,2021-04-29,50
"51",2021-04-29,"DC1",5,25.75,23,89.26,0.64,106.4,8.18,822.913,14.8387660385628,1139.98874904999,1115.86,933.170734480147,33.8993279256438,2416.71695237292,231.385270167888,1062.61181345227,444.563489946339,0.00952215906012766,-14.7058022905762,-107.338964440681,1.61112473101415,1822.98589052025,NA,1.57076249979185,10.3074538839286,5,5.14795035674944,1.53144418340921,1.48590481433979,NA,2021-04-29,52
"52",2021-05-07,"DC1",4.96,24.61,19.7,78.94,0.52,93.81,7.02,754.578,13.2462719357288,1031.81794413747,932.016,796.276353457519,22.2965965218804,2254.40700164371,216.363853646445,1016.42006853244,359.248628065763,0.00780935338576499,-14.7962195936657,-107.778739331879,1.23385322841967,1396.10359339842,NA,1.20294248119993,10.5910174174466,4.96,6.69726714233259,1.23385322841967,1.19900219384694,NA,2021-05-07,54
"53",2021-05-10,"DC1",5,22.72,20,70.99,0.5,72.65,7.04,778.99,12.2342542666334,995.34913737976,955.828,767.366905871349,58.495337203255,1880.28775783203,186.648666705082,986.293566528622,382.591543926457,0.00596213462679686,-14.8616643370986,-108.32296599832,NA,NA,NA,NA,10.5703486984688,NA,NA,NA,NA,NA,NA,55
"54",2021-05-14,"DC1",5.04,24.05,20.1,63.23,0.53,63.14,6.93,879.654,18.5474336190471,1357.01498329869,1072.32,1364.79684667116,42.4789365047953,3168.98018894987,377.23880397998,1306.55312916152,812.6657504846,0.0182462643525321,-14.5165028748975,-105.784092753527,1.29814553047671,1791.37241772593,NA,1.25335912763474,10.347930245653,5.04,7.47192553512417,1.29814553047671,1.25352968410562,NA,2021-05-14,56
"55",2021-05-19,"DC1",5.01,26.73,24,13.17,0.56,16.65,1.61,844.64,13.8626037510036,1295.70476782119,1205.4,999.119093067853,59.725480558737,2474.33845207529,290.912215922207,1121.76295153968,437.478367309522,0.00832182431875792,-14.3305035902472,-104.346611521913,1.13136902896428,1650.77715393364,NA,1.1312375394735,10.2974172000646,5.01,8.24658392791574,1.13135800119605,1.09432772498086,NA,2021-05-19,57
"56",2021-05-25,"DC1",5.07,25.99,22.3,12.06,0.44,10.05,4.42,861.674,12.4124110047446,1182.10206128989,1210.15,908.066875148062,21.1466450569382,1713.94646416222,231.335760102015,937.805779354533,400.701833681558,0.00498742704655287,-14.0929321125964,-103.128531115449,1.36604498161783,2261.57503140007,NA,1.36588235235904,9.61492578532221,5.07,11.9494742322927,1.36603166639789,1.31076452115093,NA,2021-05-25,58
"57",2021-06-09,"DC1",5.13,27.21,24.4,7.38,0.47,7.1,3.57,648.742,11.5811921858298,1352.25719826863,1314.65999999999,1024.25585789478,26.269512632929,1381.64528532557,262.06488845197,1079.68326623449,716.33572485749,0.00837268982869118,NA,NA,1.64597716180995,3088.75540514381,2.5849300322609,1.6457765182835,NA,5.13,15.8416431724515,1.64596111801328,1.56424427691299,2.58493003226091,2021-06-09,59
"58",2021-06-21,"DC1",4.66,38.51,63.7,40.98,1.32,137,2.62,459.753,38.5535838366493,1152.5233760027,1119.28,1636.46339822944,67.2293799804958,2707.67319610318,436.12291278443,2242.55385075997,1107.08073986485,0.021044694302879,NA,NA,1.74819945221104,2794.19315447178,1.91320858336903,1.74799271602883,NA,4.66,10.8969744623702,1.7481824120253,1.72049726269902,1.91320858336904,2021-06-21,60
"59",2021-07-07,"DC1",5.04,29.55,41.4,10.31,0.98,16.36,9.75,381.681,40.3907137674598,1458.02330600641,1468.04,1447.88020039962,86.4027436859533,1594.97936203318,313.991613254285,1144.86449706666,1697.87669688031,0.0156965192167763,-12.8166036392622,-93.0553768165205,2.90782670304606,5493.6814086595,4.56976200996582,2.78609393104872,9.4774522975771,5.04,12,2.90782670304606,2.79760954672763,4.56976200996582,2021-07-07,61
"60",2021-07-19,"DC1",4.96,33.51,46.3,10.8,0.88,17.19,3.92,404.426999999999,44.0431220835943,1564.81093682194,1433.28,1664.63450874426,36.4582095001334,2570.09608496594,359.007001072267,1610.17992882263,1450.9938604819,0.00899124711794965,-12.2749667036705,-88.3339979210357,1.77373402627166,2965.34821518336,3.68925013307082,1.71604321260209,9.8657357083283,4.96,15,1.77373402627166,1.71408957834956,3.68925013307082,2021-07-19,62
"61",2021-08-03,"DC1",4.93,28,36.8,14.84,0.69,12.18,7.3,437.886,28.0876199215092,1481.38741406384,1332.92999999999,1193.31089863897,33.4651712847478,2331.23716453124,228.426621639633,1241.23419405887,1137.9256621345,0.00674983664753356,-12.6468577846725,-91.2635598389138,1.58631733036957,2584.90972244057,2.90718922188408,1.53886990293133,9.91130243846621,4.93,14,1.58631733036957,1.53733510548859,2.90718922188408,2021-08-03,63
"62",2021-08-03,"DC1",4.93,30.1,39.3,NA,0.79,NA,NA,NA,34.6740748037605,1357.07605080057,NA,1294.06687073246,31.6077700757859,2227.56325776243,227.366059030428,1255.21848905736,1315.04684021234,0.00762288276099366,-12.47480234863,-89.877403955032,1.95500715021405,3185.69109299953,3.74462457196891,1.89653205312903,9.92101483400802,4.93,14,1.58631733036957,1.53733510548859,2.90718922188408,2021-08-03,65
"63",2021-08-18,"DC1",4.53,44.01,68.9,74.61,1.35,26.98,14.68,352.273,62.457139556482,1273.17823289715,1255.35,2799.36326677271,90.6656559291091,3067.19514392579,448.433065600423,2471.79215629316,2220.28686844644,0.0384871861550466,-11.5942975876753,-83.3831144050444,1.89531311097173,3195.97310133545,4.96284016333927,1.87200725956696,9.37126629635802,4.53,10,1.89531311097173,1.87336006512767,4.96284016333927,2021-08-18,67
"64",2021-09-13,"DC1",5.06,29.07,36.2,8.41,0.7,15.84,6.88,423.481,26.9623532783673,1353.47879180735,1451.73,1426.24615805481,28.3052343551429,2912.86824320568,268.238393086486,1175.94894506389,1331.42916909411,0.00542321824229479,-12.682099740084,-91.4600620575513,1.57744581339658,2253.47094826947,3.83965427424658,1.51917671666698,9.9967358631207,5.06,8,1.57744581339658,1.52008190267542,3.83965427424658,2021-09-13,68
